Pre-Match PPG (Home),Pre-Match PPG (Away),home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_fouls,away_team_fouls,home_team_possession,team_a_xg,team_b_xg,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,result
1.33,0.83,11,8,2,0,1,0,16,20,7,6,18,14,42,0.0,0.0,2.66,3.18,2.98,0.0
0.92,1.0,3,2,4,0,3,0,9,7,3,3,19,20,51,0.0,0.0,2.86,3.43,2.6,0.0
1.42,1.17,8,1,2,0,2,0,17,4,10,0,12,19,62,0.0,0.0,2.13,3.29,3.96,1.0
2.17,0.67,11,1,4,0,3,0,15,4,3,3,19,11,59,0.0,0.0,1.38,5.16,9.59,0.0
0.83,1.75,8,8,2,0,2,0,7,15,3,7,13,18,51,0.0,0.0,4.96,3.66,1.82,2.0
1.08,1.42,7,3,2,0,2,0,12,5,5,4,15,18,46,0.0,0.0,2.43,3.39,3.14,2.0
0.92,0.31,5,3,3,1,1,0,10,8,6,3,20,10,48,0.0,0.0,2.02,3.54,4.04,1.0
1.62,1.15,5,2,3,0,2,0,9,5,3,0,15,30,51,0.0,0.0,2.45,3.42,3.08,0.0
1.62,1.38,6,5,2,0,1,0,11,5,3,0,10,10,55,0.0,0.0,1.72,3.76,5.57,1.0
1.08,1.38,2,8,3,0,4,0,7,10,4,0,17,19,41,0.0,0.0,2.91,3.26,2.67,0.0
1.46,1.54,5,3,2,0,1,0,8,7,6,4,17,18,66,0.0,0.0,2.7,3.22,2.9,2.0
2.23,2.08,11,3,3,0,3,0,13,9,4,0,16,15,53,0.0,0.0,3.16,3.44,2.39,0.0
1.77,1.23,5,2,5,1,2,1,11,7,5,4,17,14,60,0.0,0.0,1.96,3.66,4.13,1.0
1.23,1.23,1,7,4,1,2,0,5,9,2,4,17,22,44,0.0,0.0,2.22,3.37,3.59,1.0
2.23,1.31,5,2,2,0,4,1,10,9,6,5,16,18,53,0.0,0.0,1.81,3.64,5.04,0.0
1.54,0.85,9,5,2,0,4,0,14,8,11,5,16,15,50,0.0,0.0,2.0,3.51,4.17,0.0
1.69,0.92,4,5,2,0,2,0,7,6,2,3,17,17,36,0.0,0.0,2.2,3.43,3.57,1.0
1.08,1.15,4,3,2,0,4,0,7,6,4,2,17,18,58,0.0,0.0,3.07,3.23,2.56,2.0
2.23,1.54,4,7,1,0,2,0,13,3,6,2,15,21,58,0.0,0.0,1.79,3.82,4.85,0.0
1.0,0.77,4,8,3,0,4,0,7,5,4,2,17,11,41,0.0,0.0,2.25,3.28,3.62,1.0
1.38,0.62,7,3,1,0,2,0,19,8,5,6,13,11,59,0.0,0.0,1.94,3.42,4.6,0.0
1.0,1.31,2,5,0,0,4,0,8,7,3,2,14,16,59,0.0,0.0,1.87,3.46,4.95,0.0
0.77,1.62,1,8,1,0,0,0,7,11,3,5,21,11,43,0.0,0.0,4.33,3.67,1.92,2.0
1.54,1.85,5,7,0,0,2,0,7,9,4,6,9,17,59,0.0,0.0,2.72,3.31,2.82,2.0
0.93,0.93,9,5,2,0,0,0,11,6,6,4,10,16,45,0.0,0.0,2.19,3.59,3.39,2.0
1.21,1.21,12,0,2,0,3,0,12,4,5,2,11,15,59,0.0,0.0,2.3,3.42,3.3,2.0
1.57,1.07,5,2,2,0,1,0,9,9,3,4,15,10,47,0.0,0.0,2.26,3.32,3.49,1.0
1.71,1.36,8,7,1,0,1,0,15,10,6,7,13,10,45,0.0,0.0,1.65,4.17,5.44,0.0
1.36,1.21,5,5,4,0,2,0,8,6,3,3,19,19,48,0.0,0.0,2.57,3.16,3.08,2.0
2.29,1.64,7,5,1,0,2,0,11,6,8,4,10,16,49,0.0,0.0,1.7,3.94,5.29,0.0
1.14,1.21,5,1,2,0,4,0,11,5,7,2,16,18,45,0.0,0.0,2.2,3.26,3.72,1.0
2.29,0.36,10,4,3,2,4,0,13,9,4,6,16,12,61,0.0,0.0,1.65,4.24,5.38,2.0
1.21,1.93,5,6,2,0,3,0,6,9,4,5,12,15,51,0.0,0.0,4.61,3.76,1.83,2.0
2.29,1.21,8,5,0,0,2,0,15,5,8,3,9,13,73,0.0,0.0,1.34,5.36,9.99,2.0
0.71,0.79,5,2,4,0,4,0,10,4,5,2,13,21,50,0.0,0.0,2.64,3.53,2.75,2.0
1.0,0.57,2,2,1,0,3,1,5,6,3,3,13,14,52,0.0,0.0,0.0,0.0,0.0,0.0
1.5,1.71,3,6,2,0,2,0,11,12,4,6,15,21,58,0.0,0.0,2.94,3.5,2.5,0.0
1.64,1.43,11,8,0,0,3,0,14,11,8,5,10,10,51,0.0,0.0,2.73,3.62,2.61,0.0
1.71,1.29,5,5,4,0,2,0,9,7,6,2,11,19,54,0.0,0.0,2.23,3.59,3.35,0.0
1.43,0.79,8,8,3,0,1,0,6,11,2,3,28,12,41,0.0,0.0,2.08,3.56,3.79,0.0
1.0,1.29,4,10,1,0,2,0,6,4,2,2,8,8,47,0.0,0.0,2.51,3.29,3.09,2.0
1.64,1.93,3,2,2,0,3,0,14,7,8,5,19,22,45,0.0,0.0,4.03,3.54,2.02,1.0
2.33,0.53,7,1,0,0,1,1,6,11,4,6,13,14,66,0.0,0.0,1.36,5.54,9.15,0.0
1.13,1.53,4,3,2,0,2,0,12,8,3,5,13,20,47,0.0,0.0,2.38,3.5,3.13,1.0
1.8,1.2,4,5,1,0,1,0,11,10,3,5,13,14,54,0.0,0.0,1.93,3.64,4.34,1.0
2.13,1.07,8,2,1,0,3,0,13,4,8,0,17,20,51,0.0,0.0,1.76,3.96,4.88,0.0
1.53,0.93,2,6,1,0,2,0,7,7,4,3,14,17,47,0.0,0.0,2.58,3.35,2.95,1.0
1.13,1.07,7,3,1,0,0,0,13,8,9,4,14,19,50,0.0,0.0,0.0,0.0,0.0,0.0
1.27,1.27,2,5,2,0,2,0,9,15,4,4,15,14,43,0.0,0.0,2.24,3.37,3.54,0.0
0.93,1.33,11,3,2,0,1,0,9,8,5,3,19,3,47,0.0,0.0,2.46,3.32,3.14,0.0
1.13,2.0,2,5,2,0,3,1,11,10,6,4,21,22,44,0.0,0.0,5.21,3.68,1.78,1.0
0.87,1.87,5,4,1,0,1,1,10,11,2,4,9,18,48,0.0,0.0,4.24,3.76,1.91,2.0
2.13,1.33,3,4,1,0,2,0,12,7,2,0,15,14,59,0.0,0.0,1.34,5.58,9.99,1.0
1.8,1.33,11,1,3,0,1,0,12,6,4,2,16,22,57,0.0,0.0,2.65,3.63,2.68,0.0
1.73,0.53,6,5,2,0,2,0,14,7,12,4,13,13,52,0.0,0.0,2.29,3.52,3.29,2.0
0.67,1.4,2,5,0,0,2,0,9,9,4,5,9,15,43,0.0,0.0,2.61,3.42,2.85,2.0
1.13,0.73,3,5,3,0,4,0,4,5,3,3,18,13,41,0.0,0.0,2.33,3.52,3.2,0.0
1.6,1.6,3,7,3,0,2,0,5,15,2,7,15,16,44,0.0,0.0,3.75,3.64,2.07,0.0
1.53,1.2,5,8,2,0,0,0,9,10,3,7,9,9,62,0.0,0.0,2.29,3.5,3.31,2.0
1.6,1.33,6,6,0,0,1,0,5,6,3,3,10,15,56,0.0,0.0,1.83,3.67,4.81,0.0
2.38,1.31,6,5,0,0,2,0,10,8,4,5,9,12,70,0.0,0.0,1.59,4.43,5.86,0.0
1.13,1.25,3,3,2,0,3,0,12,10,3,9,12,17,55,0.0,0.0,2.36,3.67,3.04,0.0
2.06,1.19,5,3,0,0,3,0,5,4,2,3,17,14,54,0.0,0.0,1.44,5.02,7.68,0.0
2.19,1.5,11,3,3,0,1,0,9,8,4,3,17,5,55,0.0,0.0,1.65,4.34,5.35,0.0
1.13,1.19,5,3,3,0,2,0,15,6,5,0,23,16,50,0.0,0.0,1.83,3.8,4.64,0.0
1.75,1.0,6,8,2,0,3,1,9,10,5,5,17,11,53,0.0,0.0,1.92,3.91,4.06,2.0
1.25,0.94,5,12,2,0,2,0,13,8,5,4,12,16,46,0.0,0.0,2.18,3.58,3.48,0.0
1.38,0.5,8,6,0,0,1,0,12,8,0,7,17,13,41,0.0,0.0,3.03,3.42,2.48,1.0
1.06,1.0,3,5,0,0,3,0,14,13,10,6,16,10,47,0.0,0.0,2.46,3.69,2.88,0.0
0.81,1.5,10,7,2,0,1,0,18,7,10,4,21,20,60,0.0,0.0,2.07,3.85,3.54,2.0
1.69,1.31,5,4,0,0,4,0,10,13,4,6,12,19,48,0.0,0.0,2.1,3.66,3.63,1.0
1.69,0.69,6,3,2,1,2,0,13,5,7,2,13,10,55,0.0,0.0,2.45,3.58,2.96,2.0
1.88,1.94,5,6,2,0,3,0,5,6,2,2,22,15,44,0.0,0.0,2.86,3.74,2.45,0.0
1.44,1.25,6,6,1,0,1,0,6,5,5,0,13,14,57,0.0,0.0,2.09,3.75,3.57,0.0
1.63,1.5,8,4,1,0,3,0,8,7,4,3,11,15,49,0.0,0.0,2.46,3.68,2.88,0.0
1.5,1.25,9,5,1,0,2,0,13,8,6,3,12,16,58,0.0,0.0,2.34,3.75,3.02,2.0
0.63,0.69,3,4,3,0,2,1,13,7,8,4,18,15,49,0.0,0.0,1.98,3.86,3.83,0.0
1.25,1.94,4,3,4,0,1,0,10,3,4,2,17,18,44,0.0,0.0,2.37,3.72,2.99,0.0
0.0,0.0,4,3,0,0,0,0,7,4,4,3,15,13,50,0.0,0.0,2.63,3.31,2.91,2.0
0.0,0.0,3,1,1,0,2,0,16,10,8,4,17,16,51,0.0,0.0,2.14,3.53,3.62,0.0
0.0,0.0,1,2,4,0,2,0,9,9,5,3,21,21,40,0.0,0.0,2.78,3.18,2.84,1.0
0.0,0.0,4,3,0,0,3,0,11,7,3,2,12,19,61,0.0,0.0,2.84,3.39,2.65,1.0
0.0,0.0,5,3,3,0,4,0,19,6,5,4,11,24,52,0.0,0.0,2.18,3.42,3.64,0.0
0.0,0.0,7,4,1,0,1,1,10,5,7,4,15,11,53,0.0,0.0,1.94,3.52,4.42,0.0
0.0,0.0,4,2,1,0,0,0,7,12,6,6,19,15,41,0.0,0.0,2.08,3.38,4.02,0.0
0.0,0.0,5,3,2,0,4,1,16,7,3,3,18,11,47,0.0,0.0,2.72,3.26,2.86,1.0
0.0,0.0,5,4,2,0,4,0,9,10,4,4,19,11,52,0.0,0.0,1.73,3.91,5.25,0.0
0.0,0.0,9,5,1,0,1,0,9,10,6,4,17,10,50,0.0,0.0,1.89,3.62,4.53,1.0
0.0,0.0,5,4,2,0,4,0,12,9,7,7,23,17,53,0.0,0.0,2.14,3.36,3.84,0.0
0.0,0.0,6,6,2,0,4,0,7,10,7,4,14,15,40,0.0,0.0,3.65,3.61,2.11,0.0
0.0,0.0,3,4,2,0,4,0,6,7,4,2,10,25,58,0.0,0.0,2.45,3.42,3.08,1.0
0.0,0.0,6,8,1,0,2,0,7,12,3,7,13,22,55,0.0,0.0,2.15,3.43,3.72,2.0
0.0,0.0,4,8,1,0,3,0,10,11,7,3,13,13,53,0.0,0.0,1.89,3.74,4.36,0.0
0.0,0.0,7,5,3,0,2,0,3,6,2,2,10,18,54,0.0,0.0,2.19,3.44,3.6,0.0
0.0,0.0,6,10,2,0,2,0,5,5,2,5,16,13,40,0.0,0.0,2.54,3.32,3.03,1.0
0.0,0.0,8,6,2,0,2,0,7,4,2,2,7,16,60,0.0,0.0,2.19,3.48,3.56,1.0
3.0,3.0,4,4,1,0,3,0,8,14,4,8,14,17,45,0.0,0.0,2.64,3.51,2.76,1.0
3.0,0.0,7,0,1,0,0,0,15,7,5,3,13,17,49,0.0,0.0,2.12,3.32,3.95,2.0
1.0,0.0,7,4,2,0,3,0,8,3,2,0,21,20,44,0.0,0.0,3.41,3.54,2.22,2.0
1.0,0.0,2,7,1,1,4,0,4,5,2,4,13,16,39,0.0,0.0,2.23,3.3,3.65,1.0
3.0,0.0,3,11,3,0,1,1,10,10,5,5,18,15,47,0.0,0.0,2.11,3.46,3.8,0.0
3.0,1.0,8,7,2,0,5,0,21,13,12,4,14,19,45,0.0,0.0,2.43,3.31,3.22,0.0
1.0,0.0,8,3,1,0,3,0,14,13,7,8,12,7,58,0.0,0.0,2.49,3.37,3.06,1.0
1.0,0.0,5,4,1,0,2,0,12,13,3,2,12,6,50,0.0,0.0,2.44,3.39,3.11,0.0
0.0,1.0,7,5,2,0,2,0,12,12,5,4,9,9,56,0.0,0.0,2.04,3.39,4.17,1.0
3.0,1.0,4,7,1,0,1,0,15,17,5,4,11,17,58,0.0,0.0,1.68,3.99,5.51,2.0
3.0,3.0,11,2,1,0,1,0,22,10,6,6,16,19,67,0.0,0.0,0.0,0.0,0.0,2.0
1.0,1.0,4,5,2,0,2,0,10,12,7,5,12,20,41,0.0,0.0,2.64,3.34,2.88,0.0
0.0,0.0,7,5,4,0,3,0,15,8,9,4,12,15,54,0.0,0.0,2.4,3.41,3.17,0.0
1.0,1.0,5,3,1,0,3,0,13,10,9,2,15,18,60,0.0,0.0,2.25,3.48,3.41,0.0
3.0,1.0,10,7,1,1,4,0,18,11,7,7,14,11,62,0.0,0.0,1.83,3.88,4.55,2.0
0.5,1.0,4,3,3,0,4,1,7,5,4,3,19,22,46,0.0,0.0,2.79,3.31,2.74,0.0
3.0,0.0,5,2,2,0,5,0,10,7,3,5,16,24,52,0.0,0.0,2.49,3.41,3.02,1.0
1.0,0.5,6,5,4,1,3,0,13,22,5,8,17,9,44,0.0,0.0,0.0,0.0,0.0,2.0
2.0,0.5,6,8,2,0,4,0,18,17,9,6,15,19,50,0.0,0.0,2.23,3.62,3.32,0.0
3.0,1.5,6,5,0,0,3,0,13,8,5,4,10,19,59,0.0,0.0,2.23,3.42,3.52,2.0
3.0,0.5,8,1,3,0,4,1,28,9,7,5,17,14,63,0.0,0.0,2.34,3.48,3.22,2.0
3.0,0.0,5,6,3,0,3,0,15,21,8,5,12,14,50,0.0,0.0,1.7,3.8,5.69,0.0
0.5,1.5,3,7,3,0,0,0,11,18,4,3,20,12,46,0.0,0.0,2.96,3.55,2.47,2.0
1.5,1.0,5,10,2,0,3,0,17,13,8,4,17,16,41,0.0,0.0,2.19,3.29,3.78,0.0
1.0,0.0,7,5,2,0,0,0,12,13,3,9,22,14,53,0.0,0.0,2.24,3.28,3.65,1.0
1.0,2.0,4,6,5,0,1,0,14,10,8,4,17,16,54,0.0,0.0,3.02,3.52,2.44,1.0
2.0,0.0,5,5,0,0,1,0,12,13,6,11,15,8,58,0.0,0.0,2.14,3.34,3.87,2.0
1.5,3.0,5,5,2,0,3,0,9,10,6,3,14,17,53,0.0,0.0,2.07,3.75,3.63,0.0
0.5,0.5,12,3,3,0,2,0,18,9,6,3,26,14,56,0.0,0.0,2.22,3.59,3.37,2.0
1.33,2.0,1,2,4,0,1,0,5,8,0,2,19,25,47,0.0,0.0,2.87,3.28,2.69,1.0
2.0,0.5,2,3,1,0,4,0,13,7,7,2,17,19,47,0.0,0.0,2.6,3.52,2.8,0.0
1.5,0.5,3,5,2,0,3,0,13,8,4,3,22,18,52,0.0,0.0,1.73,3.97,5.12,0.0
0.33,2.0,4,3,5,0,1,0,12,11,7,5,17,10,39,0.0,0.0,2.31,3.48,3.28,0.0
1.5,0.0,14,1,2,0,3,0,16,6,7,3,12,13,68,0.0,0.0,2.59,3.3,2.97,1.0
2.0,1.33,8,3,1,0,0,0,10,7,3,5,18,12,52,0.0,0.0,2.48,3.43,3.02,2.0
1.5,1.33,7,9,3,0,7,0,16,15,5,4,15,19,40,0.0,0.0,2.33,3.38,3.33,1.0
2.33,2.0,6,3,2,0,3,0,12,8,5,3,18,19,55,0.0,0.0,2.84,3.55,2.55,1.0
3.0,0.67,4,5,2,0,4,0,16,14,7,7,23,27,42,0.0,0.0,2.07,3.45,3.96,0.0
2.0,0.0,4,4,3,0,1,0,11,7,6,4,15,16,55,0.0,0.0,2.07,3.42,4.01,1.0
1.0,1.0,2,4,2,0,3,0,12,10,7,6,14,14,53,0.0,0.0,2.33,3.29,3.42,0.0
2.0,0.5,3,8,1,0,1,0,15,12,5,3,11,9,42,0.0,0.0,2.51,3.26,3.12,0.0
1.0,0.33,4,4,3,1,4,0,8,14,3,6,15,20,54,0.0,0.0,2.46,3.46,3.03,2.0
1.5,1.67,3,5,1,0,1,0,6,13,3,6,26,20,44,0.0,0.0,2.73,3.42,2.73,2.0
1.33,2.0,5,7,2,0,4,0,15,15,5,5,13,20,54,0.0,0.0,2.48,3.32,3.12,1.0
2.0,0.33,1,6,0,0,2,0,12,10,5,5,13,13,47,0.0,0.0,2.16,3.52,3.59,0.0
0.33,1.75,4,5,2,1,3,1,12,21,8,8,17,9,38,0.0,0.0,2.21,3.56,3.42,0.0
1.25,1.33,4,7,2,0,4,0,15,11,5,5,18,24,42,0.0,0.0,2.67,3.27,2.9,0.0
1.33,0.33,8,8,3,1,3,0,14,17,7,9,12,16,49,0.0,0.0,2.76,3.3,2.78,2.0
2.0,0.25,9,5,1,0,2,0,14,8,6,2,16,11,59,0.0,0.0,1.85,3.72,4.65,0.0
2.33,0.33,6,1,2,0,2,0,11,10,3,4,18,17,61,0.0,0.0,2.3,3.25,3.54,1.0
1.0,0.33,5,9,3,1,0,0,10,16,4,4,9,15,54,0.0,0.0,2.09,3.41,3.94,1.0
2.25,2.0,11,3,0,0,2,0,20,12,13,3,23,19,49,0.0,0.0,2.81,3.19,2.81,1.0
1.33,1.25,3,11,2,0,4,0,9,17,4,5,21,13,36,0.0,0.0,2.3,3.28,3.5,0.0
2.0,1.33,2,3,1,0,2,0,11,10,7,2,10,13,58,0.0,0.0,1.79,3.87,4.78,0.0
1.33,0.75,3,3,0,0,1,0,8,10,4,7,15,10,46,0.0,0.0,2.1,3.39,3.93,2.0
2.0,0.33,3,5,2,0,0,0,11,12,4,5,15,7,54,0.0,0.0,2.0,3.62,4.02,1.0
0.75,1.75,5,6,2,0,5,0,12,5,7,3,13,14,48,0.0,0.0,2.54,3.28,3.05,2.0
1.75,1.67,3,4,4,0,3,0,10,9,3,4,12,18,62,0.0,0.0,2.46,3.31,3.15,2.0
1.25,1.75,3,7,2,0,1,0,14,5,9,2,15,13,52,0.0,0.0,3.23,3.56,2.3,0.0
2.33,2.0,7,2,4,0,3,0,17,9,5,4,12,20,51,0.0,0.0,2.47,3.52,2.97,0.0
1.5,1.0,5,10,2,0,1,0,14,12,6,7,13,15,52,0.0,0.0,2.46,3.35,3.12,2.0
1.0,0.5,8,3,3,0,3,1,24,9,8,5,14,13,59,0.0,0.0,0.0,0.0,0.0,2.0
3.0,0.33,7,0,2,0,3,0,13,4,4,0,9,17,57,0.0,0.0,2.03,3.45,4.12,0.0
2.25,1.0,7,2,6,0,4,0,15,10,5,6,20,24,55,0.0,0.0,1.79,3.86,4.78,0.0
2.0,0.5,3,4,1,0,4,1,10,9,5,5,12,16,63,0.0,0.0,2.22,3.33,3.64,0.0
1.75,0.5,4,4,1,0,4,0,8,11,0,6,14,18,53,0.0,0.0,2.13,3.23,4.06,2.0
2.0,1.0,4,3,0,0,1,0,6,14,0,4,11,10,36,0.0,0.0,2.16,3.48,3.63,1.0
1.6,0.2,0,3,2,0,2,0,10,11,7,2,15,10,43,0.0,0.0,2.47,3.29,3.16,0.0
1.0,1.6,3,5,4,0,5,0,4,17,3,4,17,19,39,0.0,0.0,2.51,3.52,2.92,0.0
3.0,1.0,8,5,2,0,5,1,19,9,7,2,17,17,59,0.0,0.0,1.82,3.78,4.73,0.0
1.0,1.4,7,2,1,0,1,0,13,10,5,7,12,12,58,0.0,0.0,2.83,3.38,2.66,2.0
1.0,1.0,4,5,2,0,2,0,11,9,5,4,15,16,45,0.0,0.0,2.5,3.42,3.0,0.0
0.6,0.5,8,1,4,0,2,0,17,8,4,3,18,22,57,0.0,0.0,2.48,3.34,3.09,0.0
0.75,1.2,2,10,1,0,3,1,13,17,7,7,13,13,50,0.0,0.0,0.0,0.0,0.0,0.0
1.6,1.75,2,6,0,0,2,0,13,8,6,6,17,23,57,0.0,0.0,2.91,3.4,2.58,0.0
2.5,1.0,12,5,2,0,4,1,16,5,4,4,18,18,62,0.0,0.0,2.07,3.62,3.76,2.0
1.4,0.25,2,6,1,0,2,0,10,12,3,3,17,13,44,0.0,0.0,2.35,3.4,3.27,2.0
2.25,2.0,4,4,3,0,2,0,12,7,5,5,15,18,46,0.0,0.0,1.92,3.63,4.4,0.0
1.8,2.0,1,3,2,0,4,0,11,12,8,5,23,12,41,0.0,0.0,2.28,3.49,3.33,0.0
1.2,1.4,5,9,4,0,1,0,11,17,4,8,16,12,54,0.0,0.0,3.54,3.58,2.16,2.0
1.0,1.4,6,4,3,0,1,0,16,18,9,4,8,14,49,0.0,0.0,2.83,3.56,2.56,1.0
1.83,1.0,2,4,1,0,2,0,13,17,6,6,17,12,51,0.0,0.0,2.15,3.3,3.87,0.0
2.2,1.0,9,5,2,0,2,0,12,12,5,8,19,12,55,0.0,0.0,2.22,3.43,3.52,2.0
0.8,1.33,6,4,0,0,3,0,12,8,4,3,10,20,53,0.0,0.0,0.0,0.0,0.0,2.0
1.17,0.8,2,5,1,0,4,0,10,8,6,4,14,20,51,0.0,0.0,2.52,3.49,2.93,0.0
1.33,1.67,6,7,3,0,0,0,15,9,5,4,11,12,40,0.0,0.0,2.87,3.35,2.64,0.0
2.4,0.4,6,5,1,0,1,0,17,15,10,6,13,10,57,0.0,0.0,1.61,4.24,6.0,0.0
3.0,1.33,5,7,2,0,4,0,12,19,5,6,14,21,40,0.0,0.0,2.22,3.51,3.46,1.0
1.83,0.83,9,7,3,0,3,0,11,12,5,6,22,21,52,0.0,0.0,2.17,3.36,3.75,0.0
1.4,0.17,8,1,2,0,3,0,14,5,5,2,16,15,60,0.0,0.0,2.17,3.43,3.65,0.0
1.4,1.67,7,2,3,0,3,0,17,6,6,5,17,24,59,0.0,0.0,1.92,3.69,4.29,1.0
2.0,1.4,7,4,4,0,2,0,16,10,5,6,29,12,59,0.0,0.0,2.75,3.5,2.66,1.0
1.0,1.6,7,1,3,0,1,0,18,9,9,3,17,9,52,0.0,0.0,2.85,3.2,2.76,0.0
2.4,1.0,4,4,2,0,4,0,13,11,5,2,17,14,46,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.4,5,8,3,0,4,0,14,13,4,5,25,18,52,0.0,0.0,2.35,3.2,3.47,2.0
1.0,1.33,6,5,3,0,2,0,10,11,3,6,21,14,61,0.0,0.0,2.27,3.36,3.48,2.0
2.0,1.67,1,5,2,0,1,0,9,6,5,2,12,23,51,0.0,0.0,2.54,3.53,2.87,1.0
1.83,0.8,5,2,4,0,4,0,14,8,6,6,16,13,59,0.0,0.0,2.04,3.7,3.78,0.0
1.2,0.8,0,5,1,0,0,0,10,13,7,5,12,13,51,0.0,0.0,2.5,3.35,3.06,1.0
1.43,0.33,3,6,2,0,3,0,6,15,3,5,21,18,44,0.0,0.0,2.15,3.46,3.69,0.0
1.83,1.29,5,6,3,0,5,1,11,19,6,8,10,29,50,0.0,0.0,2.85,3.42,2.62,1.0
1.67,0.86,4,0,1,0,4,0,11,8,5,4,25,24,51,0.0,0.0,2.02,3.47,4.12,1.0
2.0,0.14,2,3,0,0,1,0,10,9,7,2,19,20,49,0.0,0.0,2.05,3.39,4.13,0.0
2.0,0.67,8,6,0,0,3,0,15,15,7,7,5,23,58,0.0,0.0,2.34,3.53,3.18,1.0
2.71,0.71,7,5,1,0,4,0,16,10,6,7,12,17,49,0.0,0.0,0.0,0.0,0.0,0.0
1.57,0.83,5,2,1,0,3,0,10,8,3,4,17,23,61,0.0,0.0,2.24,3.29,3.64,1.0
2.0,1.43,5,3,1,0,3,0,13,11,4,7,12,26,54,0.0,0.0,2.51,3.43,2.98,2.0
2.5,1.57,4,3,2,0,1,0,12,10,7,5,16,18,48,0.0,0.0,1.88,3.82,4.33,0.0
2.5,1.33,4,2,0,0,2,0,18,7,9,5,17,18,60,0.0,0.0,1.87,3.67,4.57,0.0
0.83,0.83,9,2,4,0,1,0,13,4,2,0,16,13,51,0.0,0.0,2.85,3.24,2.73,1.0
0.86,0.67,5,2,3,0,4,0,10,9,6,4,16,24,66,0.0,0.0,2.23,3.29,3.66,2.0
1.33,0.83,5,4,2,0,3,1,15,8,9,6,27,20,59,0.0,0.0,2.0,3.6,4.05,2.0
1.17,1.33,1,4,5,0,1,0,10,12,2,3,20,18,46,0.0,0.0,2.71,3.4,2.76,0.0
1.29,0.71,1,11,1,0,4,0,7,16,5,3,11,14,45,0.0,0.0,2.48,3.45,3.02,0.0
0.67,1.57,5,2,3,0,2,0,16,6,8,5,13,13,63,0.0,0.0,0.0,0.0,0.0,2.0
1.57,1.57,6,5,2,0,3,0,17,7,9,4,22,25,49,0.0,0.0,2.42,3.25,3.3,1.0
1.83,1.33,4,6,1,0,1,0,8,9,7,3,7,16,54,0.0,0.0,2.48,3.44,3.02,0.0
2.13,1.63,7,6,1,0,1,0,17,10,9,0,15,7,47,0.0,0.0,2.6,3.37,2.91,0.0
1.71,1.38,6,5,2,0,3,0,11,8,3,4,12,16,69,0.0,0.0,2.47,3.48,3.0,2.0
1.88,0.86,5,4,4,0,4,0,18,10,10,3,15,22,64,0.0,0.0,1.92,3.54,4.53,1.0
1.86,0.63,10,3,2,0,3,0,13,8,10,3,21,17,54,0.0,0.0,2.25,3.52,3.36,0.0
1.5,0.88,8,5,2,0,3,0,11,10,3,2,16,11,58,0.0,0.0,1.87,3.55,4.8,1.0
2.75,0.29,12,6,3,0,3,0,14,15,5,5,14,17,43,0.0,0.0,1.78,3.76,5.04,0.0
1.63,0.13,3,4,3,0,2,0,7,8,0,4,10,17,52,0.0,0.0,2.09,3.42,3.92,2.0
1.75,1.57,9,2,1,1,5,0,15,7,2,3,17,20,52,0.0,0.0,2.34,3.19,3.51,1.0
2.57,1.25,1,5,2,1,1,0,5,16,2,8,17,21,51,0.0,0.0,2.06,3.73,3.69,2.0
2.0,1.0,11,5,2,0,0,0,14,12,5,5,9,12,61,0.0,0.0,1.84,3.76,4.64,1.0
1.43,1.14,8,2,6,0,4,0,10,8,6,4,22,19,54,0.0,0.0,2.75,3.23,2.85,1.0
0.57,1.5,7,5,2,0,5,0,10,8,4,3,17,18,51,0.0,0.0,0.0,0.0,0.0,1.0
0.86,0.63,11,3,1,0,5,1,18,4,4,4,13,21,66,0.0,0.0,2.53,3.42,2.97,1.0
0.75,1.14,3,3,2,0,3,0,16,5,4,0,18,21,61,0.0,0.0,3.56,3.27,2.28,1.0
2.57,1.14,14,6,2,0,3,0,19,9,6,4,22,18,58,0.0,0.0,1.67,3.95,5.81,1.0
1.5,1.14,2,10,0,0,3,0,13,12,4,5,10,14,42,0.0,0.0,2.58,3.38,2.92,2.0
1.5,1.75,7,4,0,0,1,0,14,7,6,2,19,20,48,0.0,0.0,3.81,3.43,2.12,0.0
1.14,0.86,6,4,2,0,3,0,16,12,5,5,11,13,50,0.0,0.0,1.94,3.6,4.31,0.0
1.88,0.67,6,1,3,0,3,0,12,8,4,4,19,19,51,0.0,0.0,1.8,3.89,4.7,0.0
1.5,1.13,6,3,3,0,1,0,12,8,3,4,16,14,56,0.0,0.0,2.31,3.33,3.42,2.0
1.38,1.0,3,3,4,0,1,1,9,8,6,4,23,11,60,0.0,0.0,2.35,3.41,3.26,0.0
0.63,1.13,1,3,2,0,3,0,11,10,4,6,18,20,47,0.0,0.0,3.08,3.24,2.55,0.0
1.67,1.13,1,4,2,0,2,0,9,8,3,5,22,28,48,0.0,0.0,2.9,3.18,2.73,1.0
1.38,1.38,6,4,3,0,1,0,20,9,8,3,19,14,45,0.0,0.0,2.33,3.6,3.14,2.0
0.88,1.56,7,7,3,0,1,0,6,5,3,3,16,13,48,0.0,0.0,4.02,3.65,1.99,2.0
