Pre-Match PPG (Home),Pre-Match PPG (Away),home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_fouls,away_team_fouls,home_team_possession,team_a_xg,team_b_xg,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,result
0.78,0.25,7,2,1,0,5,0,11,6,6,4,6,18,60,0.0,0.0,2.37,3.26,3.37,0.0
2.38,0.75,9,4,2,0,1,0,10,11,4,3,7,12,56,0.0,0.0,1.74,3.82,5.34,0.0
1.44,1.44,2,4,5,0,3,0,7,8,6,4,23,22,45,0.0,0.0,3.43,3.52,2.23,0.0
1.44,1.5,3,10,1,0,1,0,7,10,4,4,12,16,50,0.0,0.0,2.57,3.08,3.2,0.0
1.33,0.56,3,6,3,0,3,0,12,12,3,4,16,12,48,0.0,0.0,2.42,3.32,3.21,0.0
2.22,1.56,7,4,1,0,3,0,14,13,8,5,16,20,58,0.0,0.0,2.37,3.42,3.2,2.0
1.67,0.89,2,2,3,0,5,0,9,9,4,3,16,14,45,0.0,0.0,2.1,3.36,3.96,0.0
2.0,0.88,5,7,1,0,3,0,16,12,2,5,13,15,53,0.0,0.0,2.15,3.41,3.73,1.0
2.78,0.44,3,4,5,0,4,0,10,13,5,5,15,18,61,0.0,0.0,1.84,3.6,4.88,2.0
1.78,1.44,12,7,2,0,1,0,7,5,3,2,16,19,56,0.0,0.0,2.2,3.49,3.52,1.0
2.25,1.44,6,1,0,0,3,0,14,6,4,2,17,20,63,0.0,0.0,1.62,4.06,6.17,0.0
1.22,1.11,9,7,0,0,1,0,20,11,10,3,7,15,57,0.0,0.0,2.33,3.41,3.3,1.0
1.33,0.67,8,6,2,0,2,0,19,11,8,3,8,15,59,0.0,0.0,2.65,3.06,3.11,1.0
0.89,0.89,2,4,0,0,2,0,10,8,7,4,14,15,48,0.0,0.0,2.4,3.26,3.31,1.0
1.56,0.89,4,7,1,0,5,1,14,11,6,4,13,12,52,0.0,0.0,2.31,3.16,3.62,0.0
1.6,1.0,1,4,3,0,2,0,5,12,3,6,18,17,53,0.0,0.0,2.38,3.07,3.58,2.0
2.33,1.33,7,5,2,0,3,0,10,10,5,3,16,15,59,0.0,0.0,1.6,4.09,6.44,0.0
0.78,1.56,4,6,1,0,3,0,15,13,7,2,12,14,40,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.22,9,4,3,0,3,0,18,11,8,6,19,19,59,0.0,0.0,1.88,3.62,4.63,0.0
2.44,0.6,3,6,2,0,2,0,17,11,7,4,18,20,51,0.0,0.0,1.66,3.98,5.79,0.0
2.5,0.8,4,4,2,0,5,0,11,10,4,4,14,16,41,0.0,0.0,0.0,0.0,0.0,1.0
1.6,1.2,3,5,1,0,2,0,12,12,8,4,15,10,50,0.0,0.0,2.2,3.25,3.8,0.0
2.0,1.7,9,5,3,0,1,0,17,12,8,10,20,10,44,0.0,0.0,3.21,3.35,2.41,2.0
1.89,1.33,5,4,3,0,3,0,16,11,8,6,15,16,58,0.0,0.0,2.26,3.34,3.53,0.0
1.6,1.3,4,5,2,0,3,0,12,8,4,4,19,17,47,0.0,0.0,2.4,3.32,3.25,0.0
1.0,1.4,9,5,5,1,3,0,13,8,6,3,21,22,55,0.0,0.0,2.61,3.26,2.98,2.0
1.5,0.7,7,3,1,0,1,0,9,9,4,5,17,14,55,0.0,0.0,2.56,3.28,3.03,1.0
1.7,1.3,7,6,1,0,5,0,12,15,7,6,15,13,59,0.0,0.0,2.65,3.52,2.75,2.0
1.7,1.7,7,1,3,0,3,0,9,6,6,0,14,15,49,0.0,0.0,0.0,0.0,0.0,0.0
2.1,0.5,10,6,3,0,1,0,16,7,6,0,12,14,59,0.0,0.0,1.82,3.74,4.8,0.0
1.8,1.1,8,8,1,0,1,0,15,13,6,4,10,19,46,0.0,0.0,2.85,3.13,2.82,2.0
1.45,0.9,5,0,2,0,1,0,12,4,4,2,14,17,51,0.0,0.0,2.14,3.18,4.11,1.0
2.5,0.2,6,2,3,0,3,0,10,7,4,4,16,21,60,0.0,0.0,1.6,4.22,6.14,1.0
1.3,1.2,9,5,1,0,2,0,19,9,6,2,12,22,51,0.0,0.0,2.72,3.1,2.99,1.0
2.4,0.7,7,0,1,0,2,0,13,7,4,3,5,10,61,0.0,0.0,1.63,4.0,6.25,0.0
1.2,0.55,7,2,1,0,2,0,21,6,7,3,13,13,48,0.0,0.0,2.06,3.7,3.71,2.0
0.9,1.4,8,7,2,0,2,0,10,14,4,9,11,14,43,0.0,0.0,3.05,3.29,2.54,2.0
1.0,0.8,4,5,1,0,1,0,19,13,9,6,14,10,43,0.0,0.0,2.39,3.14,3.47,0.0
2.0,1.18,3,8,2,1,2,0,7,11,3,7,14,11,59,0.0,0.0,2.22,3.43,3.53,2.0
2.18,1.2,3,4,3,1,3,0,12,10,5,5,13,26,48,0.0,0.0,1.95,3.49,4.41,0.0
1.55,0.64,4,5,3,0,3,0,12,13,6,7,10,22,65,0.0,0.0,2.09,3.39,3.96,1.0
0.91,1.45,14,2,2,0,4,0,12,8,4,2,18,27,55,0.0,0.0,3.76,3.5,2.11,0.0
1.82,0.73,8,3,4,0,2,0,11,6,2,4,21,11,56,0.0,0.0,2.38,3.27,3.34,2.0
1.73,1.55,9,2,3,0,3,0,10,5,5,2,17,18,61,0.0,0.0,2.34,3.54,3.18,0.0
1.82,1.09,3,3,4,1,2,1,13,8,7,4,19,20,56,0.0,0.0,2.24,3.25,3.68,1.0
1.45,0.82,1,5,1,0,1,0,8,7,4,2,20,21,50,0.0,0.0,2.21,3.35,3.64,1.0
2.36,1.82,12,1,1,0,1,1,14,6,6,3,15,10,53,0.0,0.0,2.76,3.33,2.75,1.0
2.45,0.75,7,4,1,0,4,0,19,11,6,3,12,24,62,0.0,0.0,1.61,4.25,5.95,1.0
1.18,1.55,4,2,1,0,2,0,15,15,5,7,11,17,53,0.0,0.0,2.68,3.27,2.88,2.0
0.82,0.73,1,4,3,0,1,0,6,12,5,3,22,13,45,0.0,0.0,2.46,3.13,3.33,0.0
2.36,0.45,7,2,3,0,1,0,9,13,4,5,18,19,51,0.0,0.0,1.66,4.04,5.71,0.0
1.42,1.55,5,0,0,0,2,0,10,9,2,5,18,13,51,0.0,0.0,2.67,3.21,2.94,2.0
1.09,0.27,9,3,1,0,4,0,17,6,8,2,19,20,55,0.0,0.0,2.05,3.56,3.89,0.0
1.73,1.18,2,7,3,0,0,0,7,9,2,3,18,16,52,0.0,0.0,2.36,3.15,3.51,1.0
1.64,0.91,4,2,0,0,2,0,9,9,4,5,18,21,45,0.0,0.0,2.16,3.28,3.88,1.0
1.27,1.27,4,6,1,0,2,0,10,6,10,6,13,15,48,0.0,0.0,2.76,3.15,2.89,2.0
2.25,1.17,5,5,0,0,3,0,14,14,5,9,10,17,59,0.0,0.0,2.08,3.35,4.06,0.0
1.42,0.67,6,4,4,0,2,0,15,7,9,3,20,19,53,0.0,0.0,2.54,3.19,3.13,0.0
1.67,1.09,3,3,2,0,3,0,11,5,8,2,16,9,58,0.0,0.0,2.29,3.11,3.74,0.0
1.08,1.33,11,9,3,0,2,0,13,13,4,2,16,18,53,0.0,0.0,2.81,3.39,2.67,1.0
1.83,1.75,6,7,2,0,3,0,16,9,5,4,16,13,43,0.0,0.0,3.74,3.67,2.06,0.0
1.82,0.83,6,8,3,0,2,0,17,11,6,4,18,14,58,0.0,0.0,2.03,3.59,3.94,1.0
1.08,1.33,6,9,4,0,2,0,11,12,6,8,23,15,49,0.0,0.0,2.42,3.06,3.49,2.0
1.5,1.08,2,1,2,0,2,0,9,5,3,4,16,26,62,0.0,0.0,2.04,3.52,3.98,0.0
2.25,1.42,10,4,1,0,3,0,9,7,4,3,13,15,61,0.0,0.0,1.92,3.84,4.1,0.0
1.25,0.67,4,6,2,0,2,0,10,14,6,7,19,10,55,0.0,0.0,2.11,3.47,3.8,0.0
1.17,0.42,7,5,3,0,0,0,8,8,3,4,11,15,56,0.0,0.0,0.0,0.0,0.0,2.0
1.0,0.92,7,6,2,0,1,0,6,8,2,2,18,11,49,0.0,0.0,2.74,3.23,2.85,0.0
2.42,1.67,4,2,0,0,1,0,7,8,2,2,16,23,48,0.0,0.0,2.22,3.61,3.36,0.0
1.58,0.77,6,6,0,0,1,0,13,9,6,3,7,19,48,0.0,0.0,2.33,3.4,3.31,1.0
1.31,0.25,2,4,1,0,3,0,6,6,2,0,13,16,48,0.0,0.0,2.23,3.28,3.68,1.0
2.33,1.67,10,1,2,0,0,0,18,5,5,5,14,12,66,0.0,0.0,1.83,3.85,4.54,1.0
1.67,1.42,3,10,1,0,3,0,10,10,5,4,13,18,49,0.0,0.0,2.81,3.23,2.78,2.0
1.75,0.92,7,3,2,0,3,0,9,10,5,4,15,23,54,0.0,0.0,2.23,3.39,3.55,2.0
2.46,1.31,2,1,3,0,2,0,10,10,6,2,28,11,46,0.0,0.0,1.69,3.89,5.62,0.0
1.08,1.0,9,1,3,0,1,1,16,3,6,0,18,19,59,0.0,0.0,2.03,3.36,4.27,1.0
1.0,1.0,2,2,3,0,2,1,4,5,4,2,11,22,51,0.0,0.0,2.46,3.09,3.4,1.0
1.54,1.46,2,4,5,0,3,1,13,5,5,2,24,17,54,0.0,0.0,2.56,3.3,3.02,0.0
1.75,0.62,11,3,1,0,1,0,14,8,0,4,10,15,58,0.0,0.0,2.33,3.31,3.4,1.0
2.31,0.85,3,7,0,0,2,0,6,9,0,5,16,7,53,0.0,0.0,1.63,3.99,6.17,2.0
1.92,1.54,4,5,1,0,5,0,12,9,4,4,11,15,58,0.0,0.0,2.71,3.23,2.88,1.0
1.77,1.62,1,6,2,0,1,0,5,14,4,6,21,13,32,0.0,0.0,3.64,3.53,2.14,1.0
1.62,1.08,4,2,2,0,4,0,16,6,7,4,17,25,64,0.0,0.0,1.94,3.59,4.29,0.0
1.38,0.85,9,5,3,0,1,0,15,9,6,5,17,13,55,0.0,0.0,2.35,3.33,3.34,2.0
1.54,0.31,7,3,2,0,5,0,4,6,4,5,12,30,51,0.0,0.0,2.25,3.29,3.61,2.0
1.29,1.31,3,5,1,0,3,0,5,6,4,0,22,21,41,0.0,0.0,3.47,3.23,2.34,1.0
1.54,1.08,4,6,2,0,1,0,9,13,5,3,19,13,34,0.0,0.0,2.51,3.13,3.25,0.0
1.62,0.79,10,3,0,0,1,0,11,12,6,5,13,12,50,0.0,0.0,2.2,3.4,3.61,1.0
2.23,0.62,4,1,0,0,2,0,13,9,7,2,18,12,54,0.0,0.0,1.47,4.55,8.05,0.0
1.08,1.54,12,2,1,0,3,0,20,9,7,4,12,19,59,0.0,0.0,2.99,3.28,2.59,1.0
1.15,0.62,4,9,0,0,3,1,8,9,6,2,9,18,59,0.0,0.0,0.0,0.0,0.0,0.0
2.31,1.62,7,6,3,0,2,0,13,11,5,4,17,18,46,0.0,0.0,2.21,3.46,3.52,0.0
2.5,1.5,8,8,2,0,1,0,14,6,6,2,16,16,53,0.0,0.0,2.01,3.43,4.24,0.0
1.29,1.0,3,5,2,1,3,0,11,19,6,6,17,7,39,0.0,0.0,0.0,0.0,0.0,0.0
1.07,1.0,8,1,3,0,4,0,16,13,7,4,11,23,61,0.0,0.0,2.06,3.24,4.33,0.0
1.69,1.0,8,8,1,0,1,0,13,15,6,6,17,10,45,0.0,0.0,2.37,3.36,3.27,0.0
2.14,0.64,5,3,0,0,1,0,18,8,8,5,15,14,62,0.0,0.0,1.87,3.54,4.83,0.0
1.0,1.0,8,5,2,0,2,0,13,6,4,3,10,16,55,0.0,0.0,2.58,3.25,3.03,2.0
1.71,1.0,4,2,3,0,5,0,9,10,4,5,24,14,52,0.0,0.0,2.11,3.37,3.92,1.0
1.71,1.36,7,2,4,0,2,0,11,13,4,9,12,18,58,0.0,0.0,1.93,3.61,4.38,1.0
1.64,1.57,3,5,0,0,2,0,11,10,7,4,16,11,47,0.0,0.0,3.48,3.64,2.16,2.0
1.86,1.5,4,3,2,0,0,0,15,9,5,2,18,8,39,0.0,0.0,2.76,3.36,2.73,0.0
1.64,0.57,4,14,0,0,3,0,6,14,4,4,10,11,41,0.0,0.0,2.21,3.27,3.75,0.0
1.07,1.0,3,5,4,2,1,0,16,14,6,6,23,13,46,0.0,0.0,2.37,3.31,3.32,2.0
1.57,0.5,5,2,3,1,2,0,5,6,2,4,12,19,39,0.0,0.0,2.26,3.36,3.5,1.0
1.29,1.29,1,5,2,0,2,0,10,6,4,3,15,23,55,0.0,0.0,0.0,0.0,0.0,1.0
2.36,0.8,8,2,0,0,2,0,14,7,5,4,9,18,46,0.0,0.0,1.66,3.87,6.04,0.0
1.43,0.57,5,3,5,0,2,0,12,11,7,5,23,15,41,0.0,0.0,2.11,3.33,3.99,0.0
1.27,1.21,7,3,4,0,1,0,9,11,3,5,18,18,45,0.0,0.0,2.22,3.26,3.75,1.0
2.29,1.5,8,5,1,0,2,0,19,13,6,6,21,15,51,0.0,0.0,1.9,3.77,4.26,0.0
1.2,1.13,4,3,3,0,1,1,13,3,5,0,12,18,52,0.0,0.0,2.09,3.41,3.95,0.0
1.79,1.4,2,5,4,0,2,0,14,12,9,6,18,16,38,0.0,0.0,2.53,3.45,2.95,0.0
2.2,1.0,10,1,1,1,3,0,16,9,5,3,13,24,51,0.0,0.0,1.61,4.1,6.32,0.0
1.4,1.67,6,5,2,0,1,0,13,13,11,10,16,12,35,0.0,0.0,3.81,3.78,2.01,2.0
0.93,0.6,6,2,2,0,1,0,12,7,6,4,22,14,53,0.0,0.0,3.65,3.47,2.16,2.0
1.53,0.93,5,3,2,0,1,1,15,11,4,5,18,15,54,0.0,0.0,2.17,3.45,3.59,1.0
2.53,1.33,5,6,4,0,4,0,11,7,4,0,21,19,53,0.0,0.0,1.67,3.89,5.94,0.0
1.67,1.4,10,1,3,0,3,0,18,11,8,5,10,15,62,0.0,0.0,0.0,0.0,0.0,2.0
1.27,0.93,2,6,2,0,5,0,7,7,5,4,6,27,46,0.0,0.0,2.44,3.19,3.31,0.0
1.73,1.13,8,2,4,0,0,0,14,12,4,4,17,11,58,0.0,0.0,2.71,3.16,2.95,2.0
1.53,1.27,4,7,3,0,3,0,10,14,4,7,19,16,49,0.0,0.0,4.17,3.59,1.97,2.0
1.67,0.53,8,8,3,0,1,1,13,21,7,9,8,20,56,0.0,0.0,2.59,3.44,2.87,2.0
1.53,1.2,5,2,4,0,2,0,10,13,2,5,19,13,55,0.0,0.0,2.46,3.36,3.11,2.0
1.0,0.87,2,4,1,0,5,0,7,13,3,4,13,20,57,0.0,0.0,2.32,3.23,3.5,1.0
2.33,0.93,2,3,1,0,1,0,13,11,9,4,21,9,50,0.0,0.0,0.0,0.0,0.0,0.0
1.87,0.53,5,4,0,0,1,0,14,17,6,7,12,6,52,0.0,0.0,2.47,3.53,2.96,1.0
1.93,0.53,8,2,4,0,2,0,19,13,5,5,22,15,57,0.0,0.0,1.65,3.94,6.05,2.0
2.4,1.4,11,8,0,0,2,1,22,11,10,4,12,20,48,0.0,0.0,2.27,3.45,3.41,0.0
2.56,1.75,4,4,2,1,0,0,16,8,9,3,21,12,45,0.0,0.0,2.55,3.5,2.88,0.0
1.31,1.25,8,2,2,0,2,0,10,12,5,5,14,18,63,0.0,0.0,2.82,3.38,2.67,2.0
1.31,0.94,5,4,2,0,3,0,8,16,3,7,10,12,51,0.0,0.0,1.94,3.59,4.29,1.0
2.25,1.06,5,5,1,0,2,0,8,9,3,5,9,12,55,0.0,0.0,1.47,4.66,7.81,2.0
0.88,1.31,5,5,1,0,3,0,16,15,7,10,15,23,54,0.0,0.0,2.88,3.5,2.55,2.0
1.5,1.5,5,7,1,0,2,0,18,6,11,0,8,12,56,0.0,0.0,2.7,3.37,2.79,0.0
1.56,0.75,8,2,0,0,2,0,15,12,6,7,9,20,59,0.0,0.0,1.69,3.92,5.62,2.0
1.38,0.75,2,2,0,0,2,0,8,12,3,4,7,20,52,0.0,0.0,2.35,3.3,3.37,0.0
1.25,0.94,6,0,3,0,2,0,11,7,3,4,14,20,59,0.0,0.0,2.14,3.27,3.97,2.0
2.38,0.88,5,3,0,0,2,0,16,11,8,6,13,15,56,0.0,0.0,0.0,0.0,0.0,0.0
1.81,1.25,5,8,2,0,3,0,15,13,6,7,19,12,52,0.0,0.0,2.52,3.51,2.91,2.0
2.44,0.69,6,10,1,0,2,0,19,14,7,6,14,17,47,0.0,0.0,1.33,5.61,9.99,0.0
1.81,1.31,10,5,1,0,1,0,12,10,2,5,9,16,55,0.0,0.0,2.19,3.55,3.48,2.0
1.63,1.31,6,6,2,0,5,0,14,13,6,6,16,17,41,0.0,0.0,1.76,3.82,5.14,0.0
1.44,0.69,4,4,2,0,4,0,10,6,6,3,11,14,48,0.0,0.0,4.01,3.62,2.0,0.0
1.44,1.38,1,3,1,0,5,0,5,6,2,2,18,15,47,0.0,0.0,5.81,4.0,1.66,1.0
1.0,0.88,8,1,2,0,3,0,8,9,6,3,14,14,51,0.0,0.0,0.0,0.0,0.0,0.0
1.56,0.56,4,3,2,0,2,0,15,11,4,5,19,22,56,0.0,0.0,3.17,3.54,2.34,1.0
0.0,0.0,8,2,1,0,1,0,9,13,6,8,12,10,61,0.0,0.0,2.48,3.39,3.06,2.0
0.0,0.0,3,3,0,0,3,0,10,12,4,4,14,21,44,0.0,0.0,2.12,3.45,3.79,2.0
0.0,0.0,2,5,1,0,4,0,10,6,6,2,14,24,51,1.48,0.92,2.15,3.48,3.68,0.0
0.0,0.0,7,4,3,1,3,0,14,9,6,4,14,11,53,1.9,1.26,2.14,3.48,3.7,0.0
0.0,0.0,5,3,0,0,3,0,7,12,4,4,11,14,50,1.16,1.5,2.32,3.35,3.38,0.0
0.0,0.0,7,3,1,0,3,1,16,11,9,4,12,17,55,2.12,1.38,2.15,3.47,3.68,0.0
0.0,0.0,12,2,2,0,3,0,17,8,4,3,20,22,61,1.8,1.01,2.11,3.34,3.98,1.0
0.0,0.0,5,5,2,0,3,1,12,12,5,10,17,16,55,1.51,1.76,2.61,3.3,2.95,1.0
0.0,0.0,3,0,2,0,2,0,15,9,9,6,15,16,49,2.07,1.38,1.86,3.63,4.72,0.0
0.0,0.0,3,4,2,0,2,0,7,6,4,5,19,17,51,0.0,0.0,3.19,3.25,2.47,0.0
0.0,0.0,3,3,3,0,1,0,8,10,3,6,19,11,32,0.97,1.37,2.65,3.2,2.99,1.0
0.0,0.0,2,7,2,0,2,0,13,16,7,3,16,14,44,1.68,1.74,2.56,3.3,3.01,1.0
0.0,0.0,2,6,0,0,2,0,8,11,3,3,12,19,37,1.15,1.31,2.11,3.37,3.94,0.0
0.0,0.0,4,7,2,0,2,0,6,15,2,5,13,17,48,1.0,1.8,3.28,3.35,2.37,2.0
0.0,0.0,6,4,0,0,1,0,13,9,8,5,18,12,57,1.91,1.42,2.39,3.29,3.3,2.0
0.0,0.0,9,2,5,0,2,0,14,5,5,3,18,18,63,1.74,0.82,2.8,3.25,2.94,2.0
0.0,0.0,5,3,1,0,3,0,9,11,6,5,11,15,46,1.43,1.41,2.16,3.38,3.75,1.0
0.0,0.0,1,4,2,0,2,1,6,11,3,4,21,17,49,0.97,1.29,2.3,3.27,3.51,0.0
3.0,3.0,6,9,2,0,1,0,11,11,8,7,12,13,35,1.64,1.82,2.53,3.32,3.05,0.0
3.0,0.0,3,4,2,0,4,0,9,12,7,8,15,14,46,1.57,1.84,1.67,3.4,4.5,1.0
3.0,1.0,4,3,3,0,0,0,4,12,2,7,15,25,62,0.95,1.58,2.11,3.49,3.77,2.0
3.0,0.0,2,6,2,0,3,0,12,16,8,7,12,16,53,1.7,1.91,2.11,3.43,3.85,2.0
1.0,0.0,10,4,3,0,3,0,14,6,7,2,11,18,54,2.0,0.95,2.02,3.44,4.18,0.0
0.0,0.0,6,5,3,0,2,0,15,20,9,12,18,20,43,0.0,0.0,1.69,3.87,5.66,2.0
3.0,3.0,6,5,1,0,1,1,14,8,7,5,17,19,52,1.62,1.0,2.37,3.52,3.13,1.0
1.0,0.0,4,3,3,0,2,0,15,10,9,6,16,14,56,1.96,1.3,2.06,3.42,4.04,0.0
3.0,1.0,2,8,2,0,1,0,11,19,7,6,20,5,42,1.63,2.36,2.28,3.46,3.36,0.0
0.0,0.0,4,6,2,1,1,0,9,5,3,3,15,12,57,0.0,0.0,2.95,3.31,2.6,2.0
1.0,1.0,4,2,2,0,1,0,10,9,5,7,17,13,46,1.44,1.55,2.83,3.3,2.71,2.0
1.0,0.0,11,3,0,0,3,0,10,8,5,2,10,16,57,1.49,1.02,2.09,3.4,3.97,0.0
0.0,3.0,7,4,3,0,2,0,16,10,11,7,10,15,51,2.24,1.5,2.86,3.3,2.8,0.0
0.0,0.0,2,5,4,0,3,0,12,15,3,8,15,20,54,1.35,1.98,2.6,3.43,2.86,2.0
3.0,3.0,6,4,1,0,3,0,20,10,9,3,12,18,56,2.13,0.97,1.81,3.8,4.74,1.0
0.0,1.0,3,8,3,0,4,0,9,12,6,6,14,15,40,1.19,1.45,2.13,3.56,3.63,0.0
3.0,3.0,2,2,3,0,4,0,9,9,4,6,23,24,50,1.05,1.18,2.5,3.26,3.14,2.0
1.0,1.0,6,7,3,0,4,0,11,11,5,5,21,22,55,1.57,1.51,2.67,3.24,2.93,1.0
1.5,0.0,4,2,1,0,3,0,11,12,5,7,13,19,57,1.56,1.54,2.08,3.52,3.85,1.0
1.5,1.5,1,8,2,0,1,0,13,13,7,6,13,15,48,1.94,1.81,2.06,3.58,3.86,2.0
0.0,0.5,15,2,2,0,3,0,20,6,4,5,15,22,60,0.0,0.0,1.76,3.73,5.26,2.0
3.0,1.5,2,2,1,0,3,0,12,12,4,10,11,12,50,1.46,1.82,2.18,3.45,3.61,2.0
2.0,0.0,7,2,3,0,2,0,8,12,6,4,16,13,58,1.38,1.34,1.85,3.62,4.77,0.0
3.0,0.5,3,6,1,0,1,0,12,9,6,5,15,15,46,1.65,1.37,2.34,3.42,3.28,2.0
2.0,2.0,5,6,2,0,1,0,16,12,6,8,19,15,51,1.97,1.74,1.98,3.5,4.27,1.0
2.0,2.0,7,7,2,0,3,0,14,7,7,5,17,23,50,1.86,1.2,2.57,3.36,2.95,0.0
2.0,1.5,6,3,2,0,2,0,9,7,4,3,11,7,54,1.5,0.97,2.62,3.37,2.89,2.0
1.5,1.5,4,4,3,0,2,0,7,10,4,7,11,24,60,1.19,1.54,2.88,3.38,2.62,2.0
2.0,1.0,5,3,2,0,2,0,17,12,7,5,11,9,58,2.18,1.51,2.05,3.57,3.89,1.0
2.0,1.5,5,4,0,0,5,0,7,17,4,8,12,21,54,0.0,0.0,2.42,3.33,3.21,2.0
1.5,0.0,2,5,2,0,2,0,14,5,6,3,17,22,40,1.71,1.09,2.25,3.34,3.57,0.0
0.5,1.5,9,5,3,0,0,0,20,14,11,10,12,13,62,2.65,1.91,2.5,3.45,2.98,2.0
2.0,2.0,4,4,1,0,2,0,12,12,5,5,13,11,44,1.45,1.52,2.16,3.49,3.63,0.0
0.0,3.0,10,3,3,0,2,0,19,8,10,4,17,18,55,2.51,1.09,2.74,3.33,2.78,0.0
1.5,0.0,5,8,2,0,2,0,11,8,5,5,11,17,62,1.67,1.25,2.04,3.58,3.92,2.0
0.0,0.5,9,1,2,0,2,0,7,12,0,6,17,18,43,0.93,1.51,2.43,3.53,3.03,2.0
0.0,2.0,10,3,1,0,1,0,15,8,7,6,12,11,59,0.0,0.0,1.77,3.71,5.29,1.0
2.0,1.33,4,5,1,0,2,0,8,8,4,3,13,17,44,1.13,1.07,2.67,3.44,2.78,0.0
1.0,1.33,4,2,2,0,2,0,12,12,4,8,14,15,51,1.74,1.7,2.24,3.29,3.64,2.0
2.33,2.0,6,1,3,1,4,0,11,8,4,5,12,11,62,1.52,1.15,1.98,3.46,4.31,2.0
1.67,0.33,5,1,1,0,1,0,10,16,7,8,18,15,41,0.0,0.0,2.11,3.4,3.89,0.0
1.33,1.33,4,3,0,0,1,0,11,8,6,5,7,20,55,0.0,0.0,2.35,3.48,3.2,2.0
1.0,2.0,3,6,2,0,5,0,11,11,5,5,19,18,43,0.0,0.0,2.54,3.3,3.04,1.0
2.33,2.0,3,4,3,0,2,0,12,13,5,5,21,17,49,0.0,0.0,1.81,3.78,4.83,0.0
1.33,1.33,4,4,0,0,2,0,11,10,6,6,15,13,46,1.48,1.51,2.09,3.63,3.68,0.0
1.0,1.67,3,2,1,0,2,0,8,11,3,6,12,23,50,0.95,1.51,2.33,3.15,3.59,0.0
0.33,2.0,6,5,3,0,3,0,14,13,8,6,15,22,47,1.89,1.65,2.86,3.59,2.52,2.0
1.33,2.0,6,3,1,0,0,0,10,8,6,4,16,12,60,1.6,1.04,2.52,3.35,3.03,2.0
2.0,1.0,8,4,1,0,1,0,17,7,4,3,16,14,58,1.92,0.97,2.22,3.49,3.46,1.0
0.0,1.0,11,4,4,0,3,3,21,9,7,5,18,16,61,2.53,1.23,3.09,3.53,2.39,0.0
2.25,1.33,10,6,3,0,4,0,13,7,7,5,16,17,62,1.96,1.11,2.09,3.66,3.65,1.0
1.0,2.0,10,4,2,0,2,0,14,11,8,8,14,16,56,2.05,1.75,2.57,3.48,2.87,2.0
1.0,2.0,5,4,2,0,4,0,11,12,7,4,18,25,43,0.0,0.0,2.67,3.47,2.76,0.0
1.67,0.0,5,6,2,0,4,0,21,6,11,3,16,22,51,2.54,1.0,1.75,3.79,5.28,0.0
0.25,1.67,7,5,2,0,3,0,13,5,6,3,19,15,50,0.0,0.0,2.05,3.53,3.93,0.0
0.67,0.25,1,5,0,0,3,0,12,5,5,3,13,20,44,1.58,1.07,2.51,3.23,3.15,0.0
1.75,1.75,6,2,1,0,1,0,15,10,5,6,8,10,61,1.85,1.44,1.96,3.73,4.05,2.0
1.5,1.0,6,4,0,0,1,0,10,7,5,3,7,17,57,1.59,1.15,2.7,3.35,2.81,2.0
1.75,1.0,9,1,0,0,3,1,22,5,9,0,16,12,61,2.56,0.6,1.96,3.7,4.08,0.0
2.0,2.25,11,2,0,0,0,0,17,14,10,7,10,10,43,2.31,1.7,2.55,3.35,2.99,2.0
1.0,1.25,5,6,4,0,2,0,13,11,3,4,16,27,47,1.46,1.44,2.24,3.53,3.38,2.0
2.25,1.5,1,4,4,0,3,1,8,17,3,3,19,18,46,1.02,1.66,2.01,3.49,4.16,0.0
2.5,1.75,2,9,4,0,2,0,16,19,8,8,17,14,39,1.94,2.45,1.69,3.98,5.45,0.0
1.0,0.0,4,3,0,0,1,0,6,6,3,2,10,25,65,0.0,0.0,1.92,3.55,4.51,1.0
0.25,0.75,3,3,2,0,1,0,10,7,5,4,9,14,48,0.0,0.0,2.75,3.51,2.65,1.0
1.0,1.5,6,4,1,0,4,0,8,11,5,4,18,18,58,0.0,0.0,3.05,3.47,2.44,1.0
1.5,1.25,4,6,2,0,3,0,9,5,4,2,12,16,52,1.29,0.92,2.21,3.48,3.5,0.0
1.75,2.25,5,4,1,0,0,0,11,17,4,11,17,10,51,1.47,2.21,2.58,3.5,2.84,2.0
0.8,2.25,4,10,3,1,3,0,9,22,5,14,16,9,41,1.4,3.01,3.25,3.53,2.3,2.0
0.75,1.75,3,2,3,0,4,0,12,9,5,6,25,14,52,1.56,1.3,2.26,3.44,3.42,0.0
0.75,1.4,12,3,3,0,2,0,15,14,6,7,15,13,55,2.03,1.86,3.62,3.77,2.07,2.0
2.0,2.25,4,3,1,0,1,0,12,13,3,6,12,15,49,1.44,1.57,2.4,3.63,3.0,2.0
0.8,1.0,7,2,0,0,1,0,15,4,9,2,14,19,59,0.0,0.0,1.65,4.23,5.53,0.0
2.6,1.25,7,3,3,0,4,0,12,8,5,2,13,18,57,1.54,0.96,2.14,3.73,3.45,0.0
